www.pointers.com,1,
www.2darrays.com,2,
www.aucmajors.com,7,
www.cscourses.com,7,
www.auccourses.com,3,
www.sports.com,4,
www.calculus.com,2,
www.physics.com,2,
www.2dpointers.com,2,
www.2ddynamicarray.com,2,
www.2dinitialize.com,8179,
www.computerscience.com,1,
www.math.com,2,
www.mechanical.com,1,
www.electronics.com,1,
www.business.com,1,
www.imc.com,9,
www.cs1.com,8,
www.cs2.com,11,
www.physics1.com,6,
www.rhet.com,11,
www.pathways.com,1,
www.core.com,1,
www.globalstudies.com,1,
www.worldstudies.com,1,
www.football.com,3,
www.basketball.com,2,
www.volleyball.com,3,
www.calculus1.com,3,
www.calculus2.com,2,
www.calculus3.com,1,
www.physics2.com,1,
www.physics3.com,1,
